disease,symptom,weight,source
anemia due to malignancy,hot flashes,0.08,symcat
anemia due to malignancy,mouth pain,0.08,symcat
anemia due to malignancy,nosebleed,0.08,symcat
anemia due to malignancy,pain of the anus,0.08,symcat
anemia due to malignancy,shortness of breath,0.6666666666666666,kaggle+symcat
anemia due to malignancy,vaginal pain,0.08,symcat
anemia of chronic disease,chills,0.2,symcat
anemia of chronic disease,coryza,0.2,symcat
anemia of chronic disease,diarrhea,0.34,symcat
anemia of chronic disease,dizziness,0.925,kaggle+symcat
anemia of chronic disease,emotional symptoms,0.625,kaggle+symcat
anemia of chronic disease,fatigue,0.34,symcat
anemia of chronic disease,feeling ill,0.95,kaggle+symcat
anemia of chronic disease,itching of skin,0.2,symcat
anemia of chronic disease,low back weakness,0.01,symcat
anemia of chronic disease,vomiting,0.34,symcat
anemia of chronic disease,weakness,0.52,kaggle+symcat
anemia of chronic disease,weight gain,0.2,symcat
angina,arm pain,0.5022075055187638,kaggle+symcat
angina,burning chest pain,0.02,symcat
angina,chest tightness,0.5088300220750552,kaggle+symcat
angina,dizziness,0.4867549668874172,kaggle+symcat
angina,hot flashes,0.6799116997792495,kaggle+symcat
angina,increased heart rate,0.5011037527593819,kaggle+symcat
angina,irregular heartbeat,0.5077262693156733,kaggle+symcat
angina,lower body pain,0.5055187637969095,kaggle+symcat
angina,palpitations,0.5253863134657837,kaggle+symcat
angina,sharp chest pain,0.92,kaggle+symcat
angina,shortness of breath,0.59,kaggle+symcat
angina,sweating,0.4988962472406181,kaggle+symcat
ankylosing spondylitis,ache all over,0.5099009900990099,kaggle+symcat
ankylosing spondylitis,back pain,0.74,kaggle+symcat
ankylosing spondylitis,elbow pain,0.5214521452145214,kaggle+symcat
ankylosing spondylitis,hip pain,0.57,kaggle+symcat
ankylosing spondylitis,joint pain,0.11,symcat
ankylosing spondylitis,knee pain,0.504950495049505,kaggle+symcat
ankylosing spondylitis,leg pain,0.52,kaggle+symcat
ankylosing spondylitis,low back pain,0.72,kaggle+symcat
ankylosing spondylitis,lower body pain,0.48514851485148514,kaggle+symcat
ankylosing spondylitis,paresthesia,0.740924092409241,kaggle+symcat
ankylosing spondylitis,rib pain,0.11,symcat
ankylosing spondylitis,stiffness all over,0.504950495049505,kaggle+symcat
anxiety,abnormal involuntary movements,0.5091819699499165,kaggle+symcat
anxiety,anxiety and nervousness,0.82,kaggle+symcat
anxiety,depression,0.5125208681135225,kaggle+symcat
anxiety,depressive or psychotic symptoms,0.5166944908180301,kaggle+symcat
anxiety,fears and phobias,0.505008347245409,kaggle+symcat
anxiety,headache,0.5075125208681135,kaggle+symcat
anxiety,increased heart rate,0.493322203672788,kaggle+symcat
anxiety,insomnia,0.5158597662771286,kaggle+symcat
anxiety,irregular heartbeat,0.5058430717863105,kaggle+symcat
anxiety,palpitations,0.5008347245409015,kaggle+symcat
anxiety,sharp chest pain,0.5308848080133556,kaggle+symcat
anxiety,shortness of breath,0.505008347245409,kaggle+symcat
aortic valve disease,difficulty breathing,0.5388026607538803,kaggle+symcat
aortic valve disease,fainting,0.5299334811529933,kaggle+symcat
aortic valve disease,fatigue,0.32,symcat
aortic valve disease,groin mass,0.45454545454545453,kaggle+symcat
aortic valve disease,increased heart rate,0.08,symcat
aortic valve disease,irregular heartbeat,0.7694013303769401,kaggle+symcat
aortic valve disease,leg cramps or spasms,0.08,symcat
aortic valve disease,lymphedema,0.5188470066518847,kaggle+symcat
aortic valve disease,palpitations,0.5299334811529933,kaggle+symcat
aortic valve disease,peripheral edema,0.49445676274944567,kaggle+symcat
aortic valve disease,sharp chest pain,0.6829268292682927,kaggle+symcat
aortic valve disease,shortness of breath,0.54,kaggle+symcat
aphakia,diminished vision,0.7777777777777778,kaggle+symcat
aphakia,eye burns or stings,0.7777777777777778,kaggle+symcat
aphakia,eye redness,0.28,symcat
aphakia,itchiness of eye,0.28,symcat
aphakia,mass on eyelid,0.12,symcat
aphakia,pain in eye,0.28,symcat
aphakia,spots or clouds in vision,0.5555555555555556,kaggle+symcat
aphakia,symptoms of eye,1.0,kaggle+symcat
aphthous ulcer,ache all over,0.3,symcat
aphthous ulcer,cough,0.6680327868852459,kaggle+symcat
aphthous ulcer,fever,0.59,kaggle+symcat
aphthous ulcer,headache,0.8647540983606558,kaggle+symcat
aphthous ulcer,lip sore,0.3,symcat
aphthous ulcer,mouth pain,0.5655737704918032,kaggle+symcat
aphthous ulcer,mouth ulcer,0.82,kaggle+symcat
aphthous ulcer,skin rash,0.3,symcat
aphthous ulcer,sore throat,0.54,kaggle+symcat
aphthous ulcer,swollen tongue,0.24,symcat
aphthous ulcer,tongue lesions,0.5286885245901639,kaggle+symcat
aphthous ulcer,toothache,0.5040983606557377,kaggle+symcat
aplastic anemia,fatigue,0.5,kaggle+symcat
aplastic anemia,feeling cold,0.06,symcat
aplastic anemia,fever,0.42857142857142855,kaggle+symcat
aplastic anemia,fluid retention,0.06,symcat
aplastic anemia,hot flashes,0.06,symcat
aplastic anemia,lack of growth,0.9142857142857143,kaggle+symcat
aplastic anemia,leg weakness,0.06,symcat
aplastic anemia,mouth dryness,0.06,symcat
aplastic anemia,nausea,0.5142857142857142,kaggle+symcat
aplastic anemia,slurring words,0.5857142857142857,kaggle+symcat
aplastic anemia,vomiting blood,0.06,symcat
aplastic anemia,weakness,0.5714285714285714,kaggle+symcat
appendicitis,burning abdominal pain,0.5293466223698782,kaggle+symcat
appendicitis,chills,0.11,symcat
appendicitis,decreased appetite,0.6589147286821705,kaggle+symcat
appendicitis,diarrhea,0.5049833887043189,kaggle+symcat
appendicitis,fever,0.5027685492801772,kaggle+symcat
appendicitis,lower abdominal pain,0.64,kaggle+symcat
appendicitis,nausea,0.54,kaggle+symcat
appendicitis,sharp abdominal pain,0.91,kaggle+symcat
appendicitis,side pain,0.512735326688815,kaggle+symcat
appendicitis,stomach bloating,0.5138427464008859,kaggle+symcat
appendicitis,upper abdominal pain,0.5049833887043189,kaggle+symcat
appendicitis,vomiting,0.57,kaggle+symcat
arrhythmia,chest tightness,0.5387596899224806,kaggle+symcat
arrhythmia,difficulty breathing,0.31,symcat
arrhythmia,dizziness,0.7790697674418605,kaggle+symcat
arrhythmia,fainting,0.8333333333333334,kaggle+symcat
arrhythmia,fatigue,0.5581395348837209,kaggle+symcat
arrhythmia,increased heart rate,0.33,symcat
arrhythmia,irregular heartbeat,0.48,symcat
arrhythmia,leg cramps or spasms,0.4728682170542636,kaggle+symcat
arrhythmia,palpitations,0.61,kaggle+symcat
arrhythmia,sharp chest pain,0.562015503875969,kaggle+symcat
arrhythmia,shortness of breath,0.7170542635658915,kaggle+symcat
arrhythmia,weakness,0.31,symcat
arthritis of the hip,ache all over,0.5082644628099173,kaggle+symcat
arthritis of the hip,back pain,0.5008264462809917,kaggle+symcat
arthritis of the hip,groin pain,0.5057851239669422,kaggle+symcat
arthritis of the hip,hip pain,0.93,kaggle+symcat
arthritis of the hip,hip stiffness or tightness,0.5057851239669422,kaggle+symcat
arthritis of the hip,joint pain,0.49173553719008267,kaggle+symcat
arthritis of the hip,knee pain,0.5148760330578512,kaggle+symcat
arthritis of the hip,leg pain,0.56,kaggle+symcat
arthritis of the hip,low back pain,0.49504132231404957,kaggle+symcat
arthritis of the hip,lower body pain,0.4983471074380165,kaggle+symcat
arthritis of the hip,pelvic pain,0.5272727272727272,kaggle+symcat
arthritis of the hip,problems with movement,0.5041322314049587,kaggle+symcat
ascending cholangitis,diarrhea,0.51,symcat
ascending cholangitis,fever,0.69,kaggle+symcat
ascending cholangitis,jaundice,0.75,kaggle+symcat
ascending cholangitis,nausea,0.62,symcat
ascending cholangitis,painful urination,0.33,symcat
ascending cholangitis,retention of urine,0.8333333333333334,kaggle+symcat
ascending cholangitis,sharp abdominal pain,0.85,kaggle+symcat
ascending cholangitis,shortness of breath,0.8888888888888888,kaggle+symcat
ascending cholangitis,stomach bloating,0.33,symcat
ascending cholangitis,upper abdominal pain,0.51,symcat
ascending cholangitis,vaginal itching,0.33,symcat
ascending cholangitis,vomiting,0.51,symcat
asperger syndrome,antisocial behavior,0.5355029585798816,kaggle+symcat
asperger syndrome,anxiety and nervousness,0.53,kaggle+symcat
asperger syndrome,delusions or hallucinations,0.08,symcat
asperger syndrome,depression,0.5236686390532544,kaggle+symcat
asperger syndrome,depressive or psychotic symptoms,0.6,kaggle+symcat
asperger syndrome,excessive anger,0.7544378698224852,kaggle+symcat
asperger syndrome,fainting,0.5059171597633136,kaggle+symcat
asperger syndrome,hostile behavior,0.6686390532544378,kaggle+symcat
asperger syndrome,lack of growth,0.665680473372781,kaggle+symcat
asperger syndrome,nightmares,0.04,symcat
asperger syndrome,obsessions and compulsions,0.04,symcat
asperger syndrome,temper problems,0.18,symcat
aspergillosis,diminished hearing,0.77,symcat
aspergillosis,excessive growth,0.11,symcat
aspergillosis,knee lump or mass,1.0,kaggle+symcat
aspergillosis,loss of sex drive,0.11,symcat
aspergillosis,nailbiting,0.11,symcat
aspergillosis,neck cramps or spasms,0.11,symcat
aspergillosis,sharp abdominal pain,0.77,symcat
aspergillosis,shortness of breath,1.0,kaggle+symcat
aspergillosis,shoulder swelling,0.11,symcat
aspergillosis,vomiting blood,0.77,symcat
aspergillosis,vulvar sore,0.11,symcat
aspergillosis,wrist weakness,0.11,symcat
asthma,allergic reaction,0.5265486725663717,kaggle+symcat
asthma,chest tightness,0.48451327433628316,kaggle+symcat
asthma,congestion in chest,0.08,symcat
asthma,coryza,0.5066371681415929,kaggle+symcat
asthma,cough,0.74,kaggle+symcat
asthma,coughing up sputum,0.668141592920354,kaggle+symcat
asthma,difficulty breathing,0.5143805309734514,kaggle+symcat
asthma,fever,0.5110619469026548,kaggle+symcat
asthma,nasal congestion,0.5320796460176991,kaggle+symcat
asthma,sharp chest pain,0.5066371681415929,kaggle+symcat
asthma,shortness of breath,0.61,kaggle+symcat
asthma,wheezing,0.55,kaggle+symcat
astigmatism,cross-eyed,0.06,symcat
astigmatism,diminished vision,0.7,kaggle+symcat
astigmatism,double vision,0.6635514018691588,kaggle+symcat
astigmatism,eye deviation,0.6728971962616822,kaggle+symcat
astigmatism,eye moves abnormally,0.09,symcat
astigmatism,eye redness,0.16,symcat
astigmatism,foreign body sensation in eye,0.4953271028037383,kaggle+symcat
astigmatism,itchiness of eye,0.16,symcat
astigmatism,lacrimation,0.5077881619937694,kaggle+symcat
astigmatism,pain in eye,0.7819314641744548,kaggle+symcat
astigmatism,spots or clouds in vision,0.5233644859813084,kaggle+symcat
astigmatism,symptoms of eye,0.5233644859813084,kaggle+symcat
atelectasis,ache all over,0.26,symcat
atelectasis,cough,0.64,kaggle+symcat
atelectasis,difficulty breathing,0.26,symcat
atelectasis,dizziness,0.8282828282828283,kaggle+symcat
atelectasis,fever,0.42,symcat
atelectasis,headache,0.8585858585858586,kaggle+symcat
atelectasis,nasal congestion,0.42,symcat
atelectasis,rib pain,0.26,symcat
atelectasis,sharp abdominal pain,0.35,symcat
atelectasis,sharp chest pain,0.5959595959595959,kaggle+symcat
atelectasis,shortness of breath,0.6262626262626263,kaggle+symcat
atelectasis,sore throat,0.7070707070707071,kaggle+symcat
athlete's foot,abnormal appearing skin,0.680628272251309,kaggle+symcat
athlete's foot,foot or toe pain,0.61,kaggle+symcat
athlete's foot,foot or toe swelling,0.5157068062827225,kaggle+symcat
athlete's foot,irregular appearing nails,0.6832460732984293,kaggle+symcat
athlete's foot,irregular appearing scalp,0.13,symcat
athlete's foot,itching of skin,0.48,symcat
athlete's foot,"skin dryness, peeling, scaliness, or roughness",0.5104712041884817,kaggle+symcat
athlete's foot,skin irritation,0.17,symcat
athlete's foot,skin lesion,0.6963350785340314,kaggle+symcat
athlete's foot,skin on leg or foot looks infected,0.27,symcat
athlete's foot,skin rash,0.65,kaggle+symcat
athlete's foot,skin swelling,0.662303664921466,kaggle+symcat
atonic bladder,back weakness,0.02,symcat
atonic bladder,blood in urine,0.28,symcat
atonic bladder,elbow cramps or spasms,0.02,symcat
atonic bladder,emotional symptoms,0.8028169014084507,kaggle+symcat
atonic bladder,frequent urination,0.28,symcat
atonic bladder,impotence,0.6338028169014085,kaggle+symcat
atonic bladder,involuntary urination,0.55,symcat
atonic bladder,retention of urine,0.7746478873239436,kaggle+symcat
atonic bladder,suprapubic pain,0.9014084507042254,kaggle+symcat
atonic bladder,symptoms of bladder,0.73,kaggle+symcat
atonic bladder,symptoms of prostate,0.28,symcat
atonic bladder,wrist weakness,0.02,symcat
atrial fibrillation,decreased heart rate,0.5294117647058824,kaggle+symcat
atrial fibrillation,dizziness,0.6176470588235294,kaggle+symcat
atrial fibrillation,fatigue,0.5294117647058824,kaggle+symcat
atrial fibrillation,increased heart rate,0.6029411764705882,kaggle+symcat
atrial fibrillation,irregular heartbeat,0.4852941176470588,kaggle+symcat
atrial fibrillation,palpitations,0.6470588235294118,kaggle+symcat
atrial fibrillation,sharp chest pain,0.5441176470588235,kaggle+symcat
atrial fibrillation,shortness of breath,0.5882352941176471,kaggle+symcat
atrial flutter,chest tightness,0.49583333333333335,kaggle+symcat
atrial flutter,difficulty breathing,0.29,symcat
atrial flutter,dizziness,0.29,symcat
atrial flutter,fatigue,0.29,symcat
atrial flutter,feeling hot,0.06,symcat
atrial flutter,frequent urination,0.5458333333333333,kaggle+symcat
atrial flutter,increased heart rate,0.575,kaggle+symcat
atrial flutter,irregular heartbeat,0.7,kaggle+symcat
atrial flutter,palpitations,0.5583333333333333,kaggle+symcat
atrial flutter,sharp chest pain,0.8416666666666667,kaggle+symcat
atrial flutter,shortness of breath,0.5333333333333333,kaggle+symcat
atrial flutter,swollen lymph nodes,0.6875,kaggle+symcat
atrophic skin condition,abnormal appearing skin,0.5319634703196348,kaggle+symcat
atrophic skin condition,acne or pimples,0.773972602739726,kaggle+symcat
atrophic skin condition,itching of skin,0.17,symcat
atrophic skin condition,lip swelling,0.6666666666666666,kaggle+symcat
atrophic skin condition,skin growth,0.78,kaggle+symcat
atrophic skin condition,skin irritation,0.5388127853881278,kaggle+symcat
atrophic skin condition,skin lesion,0.54337899543379,kaggle+symcat
atrophic skin condition,skin moles,0.5159817351598174,kaggle+symcat
atrophic skin condition,skin swelling,0.4908675799086758,kaggle+symcat
atrophic skin condition,too little hair,0.11,symcat
atrophic skin condition,warts,0.17,symcat
atrophic skin condition,wrinkles on skin,0.49,kaggle+symcat
atrophic vaginitis,blood in urine,0.7781155015197568,kaggle+symcat
atrophic vaginitis,frequent urination,0.5227963525835866,kaggle+symcat
atrophic vaginitis,hot flashes,0.14,symcat
atrophic vaginitis,intermenstrual bleeding,0.14,symcat
atrophic vaginitis,involuntary urination,0.5106382978723404,kaggle+symcat
atrophic vaginitis,lower abdominal pain,0.22,symcat
atrophic vaginitis,pain during intercourse,0.5440729483282675,kaggle+symcat
atrophic vaginitis,painful urination,0.5349544072948328,kaggle+symcat
atrophic vaginitis,suprapubic pain,0.6808510638297872,kaggle+symcat
atrophic vaginitis,vaginal discharge,0.48632218844984804,kaggle+symcat
atrophic vaginitis,vaginal dryness,0.45,symcat
atrophic vaginitis,vaginal itching,0.723404255319149,kaggle+symcat
atrophy of the corpus cavernosum,abnormal appearing skin,0.5957446808510638,kaggle+symcat
atrophy of the corpus cavernosum,bumps on penis,0.8297872340425532,kaggle+symcat
atrophy of the corpus cavernosum,congestion in chest,0.15,symcat
atrophy of the corpus cavernosum,fever,0.26,symcat
atrophy of the corpus cavernosum,frequent urination,0.9361702127659575,kaggle+symcat
atrophy of the corpus cavernosum,groin pain,0.15,symcat
atrophy of the corpus cavernosum,impotence,0.7659574468085106,kaggle+symcat
atrophy of the corpus cavernosum,penile discharge,0.15,symcat
atrophy of the corpus cavernosum,penis pain,0.53,symcat
atrophy of the corpus cavernosum,penis redness,0.15,symcat
atrophy of the corpus cavernosum,skin growth,0.574468085106383,kaggle+symcat
atrophy of the corpus cavernosum,temper problems,0.15,symcat
attention deficit hyperactivity disorder (adhd),antisocial behavior,0.5207100591715976,kaggle+symcat
attention deficit hyperactivity disorder (adhd),anxiety and nervousness,0.48717948717948717,kaggle+symcat
attention deficit hyperactivity disorder (adhd),depression,0.5207100591715976,kaggle+symcat
attention deficit hyperactivity disorder (adhd),depressive or psychotic symptoms,0.53,kaggle+symcat
attention deficit hyperactivity disorder (adhd),drug abuse,0.6370808678500987,kaggle+symcat
attention deficit hyperactivity disorder (adhd),excessive anger,0.17,symcat
attention deficit hyperactivity disorder (adhd),hostile behavior,0.6903353057199211,kaggle+symcat
attention deficit hyperactivity disorder (adhd),lack of growth,0.6587771203155819,kaggle+symcat
attention deficit hyperactivity disorder (adhd),low self-esteem,0.04,symcat
attention deficit hyperactivity disorder (adhd),obsessions and compulsions,0.08,symcat
attention deficit hyperactivity disorder (adhd),restlessness,0.48520710059171596,kaggle+symcat
attention deficit hyperactivity disorder (adhd),temper problems,0.5187376725838264,kaggle+symcat
